Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,Gender,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,TotalWorkingYears
37,No,Travel_Rarely,558,Sales,Marketing,Male,75,Sales Executive,3,Married,9602,3010,4,Yes,17
20,No,Travel_Rarely,959,Research & Development,Life Sciences,Female,83,Research Scientist,2,Single,2836,11757,1,No,1
42,No,Travel_Rarely,622,Research & Development,Life Sciences,Female,81,Healthcare Representative,4,Married,4089,5718,1,No,10
43,No,Travel_Rarely,782,Research & Development,Other,Male,50,Research Director,4,Divorced,16627,2671,4,Yes,21
38,No,Travel_Rarely,362,Research & Development,Life Sciences,Female,43,Research Scientist,1,Single,2619,14561,3,No,8
43,No,Travel_Frequently,1001,Research & Development,Medical,Male,72,Laboratory Technician,3,Divorced,5679,19627,3,Yes,10
48,No,Travel_Rarely,1236,Research & Development,Life Sciences,Female,40,Manager,1,Married,15402,17997,7,No,21
44,No,Travel_Rarely,1112,Human Resources,Life Sciences,Female,50,Human Resources,3,Single,5985,26894,4,No,10
34,No,Travel_Rarely,204,Sales,Technical Degree,Female,31,Sales Representative,3,Divorced,2579,2912,1,Yes,8
27,Yes,Travel_Rarely,1420,Sales,Marketing,Male,85,Sales Representative,1,Divorced,3041,16346,0,No,5
21,No,Travel_Rarely,1343,Sales,Technical Degree,Male,49,Sales Representative,3,Single,3447,24444,1,No,3
44,No,Travel_Rarely,1315,Research & Development,Other,Male,35,Manager,4,Married,19513,9358,4,Yes,26
22,No,Travel_Rarely,604,Research & Development,Medical,Male,69,Research Scientist,3,Married,2773,12145,0,No,3
33,No,Travel_Rarely,1216,Sales,Marketing,Male,39,Sales Executive,3,Divorced,7104,20431,0,No,6
32,No,Travel_Rarely,646,Research & Development,Life Sciences,Female,92,Research Scientist,4,Married,6322,18089,1,Yes,6
30,No,Travel_Frequently,160,Research & Development,Medical,Female,71,Research Scientist,3,Divorced,2083,22653,1,No,1
53,No,Travel_Rarely,238,Sales,Medical,Female,34,Sales Executive,1,Single,8381,7507,7,No,18
34,No,Travel_Rarely,1397,Research & Development,Life Sciences,Male,42,Research Scientist,4,Married,2691,7660,1,No,10
45,Yes,Travel_Frequently,306,Sales,Life Sciences,Female,100,Sales Executive,1,Married,4286,5630,2,No,5
26,No,Travel_Rarely,991,Research & Development,Life Sciences,Female,71,Laboratory Technician,4,Married,2659,17759,1,Yes,3
37,No,Travel_Rarely,482,Research & Development,Other,Male,36,Manufacturing Director,3,Married,9434,9606,1,No,10
29,No,Travel_Rarely,1176,Sales,Medical,Female,62,Sales Executive,3,Married,5561,3487,1,No,6
35,No,Travel_Rarely,1017,Research & Development,Life Sciences,Male,82,Research Scientist,4,Single,6646,19368,1,No,17
33,No,Travel_Frequently,1296,Research & Development,Life Sciences,Male,30,Healthcare Representative,4,Divorced,7725,5335,3,No,15
54,No,Travel_Rarely,397,Human Resources,Medical,Male,88,Human Resources,2,Married,10725,6729,2,No,16
36,No,Travel_Rarely,913,Research & Development,Medical,Male,48,Manufacturing Director,2,Divorced,8847,13934,2,Yes,13
27,No,Travel_Rarely,1115,Research & Development,Medical,Male,54,Research Scientist,4,Single,2045,15174,0,No,5
20,Yes,Travel_Rarely,1362,Research & Development,Medical,Male,32,Research Scientist,3,Single,1009,26999,1,Yes,1
33,Yes,Travel_Frequently,1076,Research & Development,Life Sciences,Male,70,Research Scientist,1,Single,3348,3164,1,Yes,10
35,No,Non-Travel,727,Research & Development,Life Sciences,Male,41,Laboratory Technician,3,Married,1281,16900,1,No,1
23,No,Travel_Rarely,885,Research & Development,Medical,Male,58,Research Scientist,1,Married,2819,8544,2,No,5
25,No,Travel_Rarely,810,Sales,Life Sciences,Male,57,Sales Executive,2,Married,4851,15678,0,No,4
38,No,Travel_Rarely,243,Sales,Marketing,Female,46,Sales Executive,4,Single,4028,7791,0,No,8
29,No,Travel_Frequently,806,Research & Development,Life Sciences,Male,76,Research Scientist,4,Divorced,2720,18959,1,No,10
48,No,Travel_Rarely,817,Sales,Marketing,Male,56,Sales Executive,2,Married,8120,18597,3,No,12
27,No,Travel_Frequently,1410,Sales,Medical,Female,71,Sales Executive,4,Divorced,4647,16673,1,Yes,6
37,No,Travel_Rarely,1225,Research & Development,Life Sciences,Male,80,Research Scientist,4,Single,4680,15232,3,No,4
50,No,Travel_Rarely,1207,Research & Development,Medical,Male,74,Laboratory Technician,3,Married,3221,3297,1,Yes,20
34,No,Travel_Rarely,1442,Research & Development,Medical,Female,46,Healthcare Representative,2,Single,8621,17654,1,No,9
24,Yes,Travel_Rarely,693,Sales,Life Sciences,Female,65,Sales Executive,3,Single,4577,24785,9,No,4
39,No,Travel_Rarely,408,Research & Development,Technical Degree,Female,80,Healthcare Representative,3,Single,4553,20978,1,No,20
32,No,Travel_Rarely,929,Sales,Marketing,Male,55,Sales Executive,4,Single,5396,21703,1,No,10
50,Yes,Travel_Frequently,562,Sales,Technical Degree,Male,50,Sales Executive,3,Married,6796,23452,3,Yes,18
38,No,Travel_Rarely,827,Research & Development,Life Sciences,Female,33,Healthcare Representative,4,Single,7625,19383,0,No,10
27,No,Travel_Rarely,608,Research & Development,Life Sciences,Female,68,Manufacturing Director,1,Married,7412,6009,1,No,9
32,No,Travel_Rarely,1018,Research & Development,Life Sciences,Female,39,Research Director,4,Single,11159,19373,3,No,10
47,No,Travel_Rarely,703,Sales,Marketing,Male,42,Sales Executive,1,Single,4960,11825,2,No,20
40,No,Travel_Frequently,580,Sales,Life Sciences,Male,48,Sales Executive,1,Married,10475,23772,5,Yes,20
53,No,Travel_Rarely,970,Research & Development,Life Sciences,Male,59,Research Director,3,Married,14814,13514,3,No,32
41,No,Travel_Rarely,427,Human Resources,Human Resources,Male,73,Manager,4,Divorced,19141,8861,3,No,23
60,No,Travel_Rarely,1179,Sales,Marketing,Male,84,Sales Executive,1,Single,5405,11924,8,No,10
27,No,Travel_Frequently,294,Research & Development,Life Sciences,Male,32,Manufacturing Director,1,Divorced,8793,4809,1,No,9
41,No,Travel_Rarely,314,Human Resources,Human Resources,Male,59,Manager,3,Married,19189,19562,1,No,22
50,No,Travel_Rarely,316,Sales,Marketing,Male,54,Sales Representative,2,Married,3875,9983,7,No,4
28,Yes,Travel_Rarely,654,Research & Development,Life Sciences,Female,67,Research Scientist,2,Single,2216,3872,7,Yes,10
36,No,Non-Travel,427,Research & Development,Life Sciences,Female,63,Research Director,1,Married,11713,20335,9,No,10
38,No,Travel_Rarely,168,Research & Development,Life Sciences,Female,81,Manufacturing Director,3,Single,7861,15397,4,Yes,10
44,No,Non-Travel,381,Research & Development,Medical,Male,49,Laboratory Technician,3,Single,3708,2104,2,No,9
47,No,Travel_Frequently,217,Sales,Medical,Female,49,Sales Executive,3,Divorced,13770,10225,9,Yes,28
30,No,Travel_Rarely,501,Sales,Marketing,Male,99,Sales Executive,4,Divorced,5304,25275,7,No,10
29,No,Travel_Rarely,1396,Sales,Life Sciences,Male,99,Sales Representative,3,Single,2642,2755,1,No,1
42,Yes,Travel_Frequently,933,Research & Development,Medical,Male,57,Research Scientist,3,Divorced,2759,20366,6,Yes,7
43,No,Travel_Frequently,775,Sales,Life Sciences,Male,47,Sales Executive,4,Married,6804,23683,3,No,7
34,No,Travel_Rarely,970,Research & Development,Medical,Female,96,Healthcare Representative,3,Single,6142,7360,3,No,10
23,No,Travel_Rarely,650,Research & Development,Medical,Male,37,Laboratory Technician,1,Married,2500,4344,1,No,5
39,No,Travel_Rarely,141,Human Resources,Human Resources,Female,44,Human Resources,2,Married,6389,18767,9,No,12
56,No,Travel_Rarely,832,Research & Development,Medical,Male,81,Healthcare Representative,4,Married,11103,20420,7,No,30
40,No,Travel_Rarely,804,Research & Development,Medical,Female,86,Research Scientist,4,Single,2342,22929,0,Yes,5
27,No,Travel_Rarely,975,Research & Development,Medical,Female,55,Healthcare Representative,1,Single,6811,23398,8,No,9
29,No,Travel_Rarely,1090,Sales,Marketing,Male,83,Sales Representative,2,Divorced,2297,17967,1,No,2
53,No,Travel_Rarely,346,Research & Development,Life Sciences,Male,86,Laboratory Technician,4,Single,2450,10919,2,No,19
35,No,Non-Travel,1225,Research & Development,Life Sciences,Female,61,Healthcare Representative,1,Divorced,5093,4761,2,No,16
32,No,Travel_Frequently,430,Research & Development,Life Sciences,Male,80,Laboratory Technician,4,Married,5309,21146,1,No,10
38,No,Travel_Rarely,268,Research & Development,Medical,Male,92,Research Scientist,3,Married,3057,20471,6,Yes,6
34,No,Travel_Rarely,167,Research & Development,Life Sciences,Female,32,Manufacturing Director,1,Divorced,5121,4187,3,No,7
52,No,Travel_Rarely,621,Sales,Marketing,Male,31,Manager,1,Married,16856,10084,1,No,34
33,Yes,Travel_Rarely,527,Research & Development,Other,Male,63,Research Scientist,4,Single,2686,5207,1,Yes,10
25,No,Travel_Rarely,883,Sales,Medical,Female,32,Sales Executive,4,Single,6180,22807,1,No,6
45,No,Travel_Rarely,954,Sales,Technical Degree,Male,46,Sales Representative,3,Single,6632,12388,0,No,9
23,No,Travel_Rarely,310,Research & Development,Medical,Male,79,Research Scientist,3,Single,3505,19630,1,No,2
47,Yes,Travel_Frequently,719,Sales,Life Sciences,Female,77,Sales Executive,3,Single,6397,10339,4,Yes,8
34,No,Travel_Rarely,304,Sales,Other,Male,60,Sales Executive,4,Single,6274,18686,1,No,6
55,Yes,Travel_Rarely,725,Research & Development,Medical,Male,78,Manager,1,Married,19859,21199,5,Yes,24
36,No,Non-Travel,1434,Sales,Life Sciences,Male,76,Sales Executive,1,Single,7587,14229,1,No,10
52,No,Non-Travel,715,Research & Development,Medical,Male,41,Research Scientist,4,Married,4258,26589,0,No,5
26,No,Travel_Frequently,575,Research & Development,Life Sciences,Female,71,Laboratory Technician,4,Divorced,4364,5288,3,No,5
29,No,Travel_Rarely,657,Research & Development,Medical,Female,66,Healthcare Representative,3,Married,4335,25549,4,No,11
26,Yes,Travel_Rarely,1146,Sales,Technical Degree,Male,38,Sales Executive,1,Single,5326,3064,6,No,6
34,No,Travel_Rarely,182,Research & Development,Life Sciences,Female,72,Research Scientist,4,Single,3280,13551,2,No,10
54,No,Travel_Rarely,376,Research & Development,Medical,Female,95,Manufacturing Director,1,Divorced,5485,22670,9,Yes,9
27,No,Travel_Frequently,829,Sales,Marketing,Male,84,Sales Executive,4,Married,4342,24008,0,No,5
37,No,Travel_Rarely,571,Research & Development,Life Sciences,Female,82,Research Scientist,1,Divorced,2782,19905,0,Yes,6
38,No,Travel_Frequently,240,Research & Development,Life Sciences,Female,75,Manufacturing Director,1,Single,5980,26085,6,Yes,17
34,No,Travel_Rarely,121,Research & Development,Medical,Female,86,Research Scientist,1,Single,4381,7530,1,No,6
35,No,Travel_Rarely,384,Sales,Life Sciences,Female,72,Sales Representative,4,Married,2572,20317,1,No,3
30,No,Travel_Rarely,921,Research & Development,Life Sciences,Male,38,Laboratory Technician,3,Married,3833,24375,3,No,7
40,No,Travel_Frequently,791,Research & Development,Medical,Female,38,Healthcare Representative,2,Married,4244,9931,1,No,8
34,No,Travel_Rarely,1111,Sales,Life Sciences,Female,93,Sales Executive,1,Married,6500,13305,5,No,6
42,No,Travel_Frequently,570,Research & Development,Life Sciences,Male,66,Manager,4,Divorced,18430,16225,1,No,24
23,Yes,Travel_Rarely,1243,Research & Development,Life Sciences,Male,63,Laboratory Technician,1,Married,1601,3445,1,Yes,1
24,No,Non-Travel,1092,Research & Development,Life Sciences,Male,60,Laboratory Technician,2,Divorced,2694,26551,1,No,1
52,No,Travel_Rarely,1325,Research & Development,Life Sciences,Female,82,Laboratory Technician,3,Married,3149,21821,8,No,9
50,No,Travel_Rarely,691,Research & Development,Medical,Male,64,Research Director,3,Married,17639,6881,5,No,30
29,Yes,Travel_Rarely,805,Research & Development,Life Sciences,Female,36,Laboratory Technician,1,Married,2319,6689,1,Yes,1
33,No,Travel_Rarely,213,Research & Development,Medical,Male,49,Research Director,3,Married,11691,25995,0,No,14
33,Yes,Travel_Rarely,118,Sales,Marketing,Female,69,Sales Executive,1,Single,5324,26507,5,No,6
47,No,Travel_Rarely,202,Research & Development,Other,Female,33,Manager,4,Married,16752,12982,1,Yes,26
36,No,Travel_Rarely,676,Research & Development,Other,Female,35,Manufacturing Director,2,Married,5228,23361,0,No,10
29,No,Travel_Rarely,1252,Research & Development,Life Sciences,Male,81,Research Scientist,3,Married,2700,23779,1,No,10
58,Yes,Travel_Rarely,286,Research & Development,Life Sciences,Male,31,Research Director,2,Single,19246,25761,7,Yes,40
35,No,Travel_Rarely,1258,Research & Development,Life Sciences,Female,40,Research Scientist,3,Single,2506,13301,3,No,7
42,No,Travel_Rarely,932,Research & Development,Life Sciences,Female,43,Manufacturing Director,4,Married,6062,4051,9,Yes,8
28,Yes,Travel_Rarely,890,Research & Development,Medical,Male,46,Research Scientist,3,Single,4382,16374,6,No,5
36,No,Travel_Rarely,1041,Human Resources,Human Resources,Male,36,Human Resources,2,Married,2143,25527,4,No,8
32,No,Travel_Rarely,859,Research & Development,Life Sciences,Female,98,Manufacturing Director,3,Married,6162,19124,1,No,14
40,No,Travel_Frequently,720,Research & Development,Medical,Male,51,Laboratory Technician,3,Single,5094,11983,6,No,10
30,No,Travel_Rarely,946,Research & Development,Medical,Female,52,Manufacturing Director,4,Single,6877,20234,5,Yes,12
45,No,Travel_Rarely,252,Research & Development,Life Sciences,Female,95,Research Scientist,3,Single,2274,6153,1,No,1
42,No,Travel_Rarely,933,Research & Development,Life Sciences,Male,98,Manufacturing Director,2,Married,4434,11806,1,No,10
38,No,Travel_Frequently,471,Research & Development,Life Sciences,Male,45,Healthcare Representative,1,Divorced,6288,4284,2,No,13
34,No,Travel_Frequently,702,Research & Development,Life Sciences,Female,100,Research Scientist,4,Single,2553,8306,1,No,6
49,Yes,Travel_Rarely,1184,Sales,Marketing,Female,43,Sales Executive,4,Married,7654,5860,1,No,9
55,Yes,Travel_Rarely,436,Sales,Medical,Male,37,Sales Executive,4,Single,5160,21519,4,No,12
43,No,Travel_Rarely,589,Research & Development,Life Sciences,Male,94,Research Director,1,Married,17159,5200,6,No,22
27,No,Travel_Rarely,269,Research & Development,Technical Degree,Male,42,Research Director,4,Divorced,12808,8842,1,Yes,9
35,No,Travel_Rarely,950,Research & Development,Other,Male,59,Manufacturing Director,3,Single,10221,18869,3,No,17
28,No,Travel_Rarely,760,Sales,Marketing,Female,81,Sales Executive,2,Married,4779,3698,1,Yes,8
34,No,Travel_Rarely,829,Human Resources,Human Resources,Male,88,Human Resources,4,Married,3737,2243,0,No,4
26,Yes,Travel_Frequently,887,Research & Development,Medical,Female,88,Research Scientist,3,Married,2366,20898,1,Yes,8
27,No,Non-Travel,443,Research & Development,Medical,Male,50,Research Scientist,4,Married,1706,16571,1,No,0
51,No,Travel_Rarely,1318,Sales,Marketing,Female,66,Manager,3,Married,16307,5594,2,No,29
44,No,Travel_Rarely,625,Research & Development,Medical,Male,50,Healthcare Representative,2,Single,5933,5197,9,No,10
25,No,Travel_Rarely,180,Research & Development,Medical,Male,65,Research Scientist,1,Single,3424,21632,7,No,6
33,No,Travel_Rarely,586,Sales,Medical,Male,48,Sales Executive,1,Divorced,4037,21816,1,No,9
35,No,Travel_Rarely,1343,Research & Development,Medical,Female,53,Research Scientist,1,Single,2559,17852,1,No,6
36,No,Travel_Rarely,928,Sales,Life Sciences,Male,56,Sales Executive,4,Married,6201,2823,1,Yes,18
32,No,Travel_Rarely,117,Sales,Life Sciences,Male,73,Sales Executive,4,Divorced,4403,9250,2,No,8
30,No,Travel_Frequently,1012,Research & Development,Life Sciences,Male,75,Research Scientist,4,Divorced,3761,2373,9,No,10
53,No,Travel_Rarely,661,Sales,Marketing,Female,78,Sales Executive,4,Married,10934,20715,7,Yes,35
45,No,Travel_Rarely,930,Sales,Marketing,Male,74,Sales Executive,1,Divorced,10761,19239,4,Yes,18
32,No,Travel_Rarely,638,Research & Development,Medical,Female,91,Research Scientist,3,Married,5175,22162,5,No,9
52,No,Travel_Frequently,890,Research & Development,Medical,Female,81,Manufacturing Director,4,Married,13826,19028,3,No,31
37,No,Travel_Rarely,342,Sales,Marketing,Male,66,Sales Executive,3,Divorced,6334,24558,4,No,9
28,No,Travel_Rarely,1169,Human Resources,Medical,Male,63,Human Resources,4,Divorced,4936,23965,1,No,6
22,No,Travel_Rarely,1230,Research & Development,Life Sciences,Male,33,Manufacturing Director,4,Married,4775,19146,6,No,4
44,No,Travel_Rarely,986,Research & Development,Life Sciences,Male,62,Laboratory Technician,4,Married,2818,5044,2,Yes,10
42,No,Travel_Frequently,1271,Research & Development,Medical,Male,35,Research Scientist,4,Single,2515,9068,5,Yes,8
36,No,Travel_Rarely,1278,Human Resources,Life Sciences,Male,77,Human Resources,1,Married,2342,8635,0,No,6
25,No,Travel_Rarely,141,Sales,Other,Male,98,Sales Executive,1,Married,4194,14363,1,Yes,5
35,No,Travel_Rarely,607,Research & Development,Life Sciences,Female,66,Manufacturing Director,3,Married,10685,23457,1,Yes,17
35,Yes,Travel_Frequently,130,Research & Development,Life Sciences,Female,96,Research Scientist,2,Divorced,2022,16612,1,Yes,10
32,No,Non-Travel,300,Research & Development,Life Sciences,Male,61,Laboratory Technician,4,Divorced,2314,9148,0,No,4
25,No,Travel_Rarely,583,Sales,Marketing,Male,87,Sales Executive,1,Married,4256,18154,1,No,5
49,No,Travel_Rarely,1418,Research & Development,Technical Degree,Female,36,Research Scientist,1,Married,3580,10554,2,No,7
24,No,Non-Travel,1269,Research & Development,Life Sciences,Male,46,Laboratory Technician,4,Married,3162,10778,0,No,6
32,No,Travel_Frequently,379,Sales,Life Sciences,Male,48,Sales Executive,2,Married,6524,8891,1,No,10
38,No,Travel_Rarely,395,Sales,Marketing,Male,98,Sales Representative,2,Married,2899,12102,0,No,3
42,No,Travel_Rarely,1265,Research & Development,Life Sciences,Female,95,Laboratory Technician,4,Married,5231,23726,2,Yes,17
31,No,Travel_Rarely,1222,Research & Development,Life Sciences,Male,48,Research Scientist,4,Married,2356,14871,3,Yes,8
29,Yes,Travel_Rarely,341,Sales,Medical,Female,48,Sales Representative,3,Divorced,2800,23522,6,Yes,5
53,No,Travel_Rarely,868,Sales,Marketing,Male,73,Sales Executive,4,Married,11836,22789,5,No,28
35,No,Travel_Rarely,672,Research & Development,Technical Degree,Male,78,Manufacturing Director,2,Married,10903,9129,3,No,16
37,No,Travel_Frequently,1231,Sales,Medical,Female,54,Sales Representative,4,Married,2973,21222,5,No,10
53,No,Travel_Rarely,102,Research & Development,Life Sciences,Female,72,Research Director,4,Single,14275,20206,6,No,33
43,No,Travel_Frequently,422,Research & Development,Life Sciences,Female,33,Healthcare Representative,4,Married,5562,21782,4,No,12
47,No,Travel_Rarely,249,Sales,Marketing,Female,35,Sales Executive,4,Married,4537,17783,0,Yes,8
37,No,Non-Travel,1252,Sales,Medical,Male,32,Sales Executive,2,Single,7642,4814,1,Yes,10
50,No,Non-Travel,881,Research & Development,Life Sciences,Male,98,Manager,1,Divorced,17924,4544,1,No,31
39,No,Travel_Rarely,1383,Human Resources,Life Sciences,Female,42,Human Resources,4,Married,5204,7790,8,No,13
33,No,Travel_Rarely,1075,Human Resources,Human Resources,Male,57,Human Resources,2,Divorced,2277,22650,3,Yes,7
32,Yes,Travel_Rarely,374,Research & Development,Life Sciences,Male,87,Laboratory Technician,4,Single,2795,18016,1,Yes,1
29,No,Travel_Rarely,1086,Research & Development,Medical,Female,62,Laboratory Technician,4,Divorced,2532,6054,6,No,8
44,No,Travel_Rarely,661,Research & Development,Life Sciences,Male,61,Research Scientist,1,Married,2559,7508,1,Yes,8
28,No,Travel_Rarely,821,Sales,Medical,Male,98,Sales Executive,4,Single,4908,24252,1,No,4
58,Yes,Travel_Frequently,781,Research & Development,Life Sciences,Male,57,Laboratory Technician,4,Divorced,2380,13384,9,Yes,3
43,No,Travel_Rarely,177,Research & Development,Life Sciences,Female,55,Manufacturing Director,2,Divorced,4765,23814,4,No,4
20,Yes,Travel_Rarely,500,Sales,Medical,Female,49,Sales Representative,3,Single,2044,22052,1,No,2
21,Yes,Travel_Rarely,1427,Research & Development,Other,Female,65,Research Scientist,4,Single,2693,8870,1,No,1
36,No,Travel_Rarely,1425,Research & Development,Life Sciences,Male,68,Healthcare Representative,4,Married,6586,4821,0,Yes,17
47,No,Travel_Rarely,1454,Sales,Life Sciences,Female,65,Sales Representative,4,Single,3294,13137,1,Yes,3
22,Yes,Travel_Rarely,617,Research & Development,Life Sciences,Female,34,Manufacturing Director,3,Married,4171,10022,0,Yes,4
41,Yes,Travel_Rarely,1085,Research & Development,Life Sciences,Female,57,Laboratory Technician,4,Divorced,2778,17725,4,Yes,10
28,No,Travel_Rarely,995,Research & Development,Medical,Female,77,Research Scientist,3,Divorced,2377,9834,5,No,6
39,Yes,Travel_Rarely,1122,Research & Development,Medical,Male,70,Laboratory Technician,1,Married,2404,4303,7,Yes,8
27,No,Travel_Rarely,618,Research & Development,Life Sciences,Female,76,Research Scientist,3,Single,2318,17808,1,No,1
34,No,Travel_Rarely,546,Research & Development,Life Sciences,Male,83,Laboratory Technician,2,Divorced,2008,6896,1,No,1
42,No,Travel_Rarely,462,Sales,Medical,Female,68,Sales Executive,3,Single,6244,7824,7,No,10
33,No,Travel_Rarely,1198,Research & Development,Other,Male,100,Research Scientist,1,Single,2799,3339,3,Yes,6
58,No,Travel_Rarely,1272,Research & Development,Technical Degree,Female,37,Healthcare Representative,2,Divorced,10552,9255,2,Yes,24
31,No,Travel_Rarely,154,Sales,Life Sciences,Male,41,Sales Representative,3,Married,2329,11737,3,No,13
35,No,Travel_Rarely,1137,Research & Development,Life Sciences,Female,51,Healthcare Representative,4,Married,4014,19170,1,Yes,10
49,No,Travel_Rarely,527,Research & Development,Other,Female,51,Laboratory Technician,2,Married,7403,22477,4,No,29
48,No,Travel_Rarely,1469,Research & Development,Medical,Male,51,Research Scientist,3,Married,2259,5543,4,No,13
31,No,Non-Travel,1188,Sales,Marketing,Female,45,Sales Executive,3,Married,6932,24406,1,No,9
36,No,Travel_Rarely,188,Research & Development,Other,Male,65,Research Scientist,4,Single,4678,23293,2,No,8
38,No,Travel_Rarely,1333,Research & Development,Technical Degree,Female,80,Research Director,1,Married,13582,16292,1,No,15
32,No,Non-Travel,1184,Research & Development,Life Sciences,Female,70,Laboratory Technician,2,Married,2332,3974,6,No,5
25,Yes,Travel_Rarely,867,Sales,Marketing,Male,36,Sales Representative,2,Married,2413,18798,1,Yes,1
40,No,Travel_Rarely,658,Sales,Marketing,Male,67,Sales Executive,2,Divorced,9705,20652,2,No,11
26,No,Travel_Frequently,1283,Sales,Medical,Male,52,Sales Executive,1,Single,4294,11148,1,No,7
41,No,Travel_Rarely,263,Research & Development,Medical,Male,59,Laboratory Technician,1,Single,4721,3119,2,Yes,20
36,No,Travel_Rarely,938,Research & Development,Medical,Male,79,Laboratory Technician,3,Single,2519,12287,4,No,16
19,Yes,Travel_Rarely,419,Sales,Other,Male,37,Sales Representative,2,Single,2121,9947,1,Yes,1
20,Yes,Travel_Rarely,129,Research & Development,Technical Degree,Male,84,Laboratory Technician,1,Single,2973,13008,1,No,1
31,No,Travel_Rarely,616,Research & Development,Medical,Female,41,Healthcare Representative,4,Married,5855,17369,0,Yes,10
40,No,Travel_Frequently,1469,Research & Development,Medical,Male,35,Research Scientist,2,Divorced,3617,25063,8,Yes,3
32,No,Travel_Rarely,498,Research & Development,Medical,Female,93,Manufacturing Director,1,Married,6725,13554,1,No,8
36,Yes,Travel_Rarely,530,Sales,Life Sciences,Male,51,Sales Executive,4,Married,10325,5518,1,Yes,16
33,No,Travel_Rarely,1069,Research & Development,Life Sciences,Female,42,Healthcare Representative,4,Single,6949,12291,0,No,6
37,Yes,Travel_Rarely,625,Sales,Life Sciences,Male,46,Sales Executive,3,Married,10609,14922,5,No,17
45,No,Non-Travel,805,Research & Development,Life Sciences,Male,57,Laboratory Technician,2,Married,4447,23163,1,No,9
29,No,Travel_Frequently,1404,Sales,Technical Degree,Female,84,Sales Representative,4,Married,2157,18203,1,No,3
35,No,Travel_Rarely,1219,Sales,Medical,Female,86,Sales Executive,3,Married,4601,6179,1,No,5
52,No,Travel_Rarely,1053,Research & Development,Life Sciences,Male,70,Manager,4,Married,17099,13829,2,No,26
58,Yes,Travel_Rarely,289,Research & Development,Technical Degree,Male,51,Research Scientist,3,Single,2479,26227,4,No,7
53,No,Travel_Rarely,1376,Sales,Medical,Male,45,Manager,3,Divorced,14852,13938,6,No,22
30,No,Travel_Rarely,231,Sales,Other,Male,62,Sales Executive,3,Divorced,7264,9977,5,No,10
38,No,Non-Travel,152,Sales,Technical Degree,Female,85,Sales Executive,4,Single,5666,19899,1,Yes,6
35,No,Travel_Rarely,882,Sales,Life Sciences,Male,92,Sales Executive,4,Divorced,7823,6812,6,No,12
39,No,Travel_Rarely,903,Sales,Life Sciences,Male,41,Sales Executive,3,Single,7880,2560,0,No,9
40,Yes,Non-Travel,1479,Sales,Life Sciences,Female,100,Sales Executive,2,Single,13194,17071,4,Yes,22
47,No,Travel_Frequently,1379,Research & Development,Medical,Male,64,Manufacturing Director,3,Divorced,5067,6759,1,Yes,20
36,No,Non-Travel,1229,Sales,Technical Degree,Male,84,Sales Executive,4,Divorced,5079,25952,4,No,12
31,Yes,Non-Travel,335,Research & Development,Medical,Male,46,Research Scientist,1,Single,2321,10322,0,Yes,4
33,No,Non-Travel,722,Sales,Life Sciences,Male,38,Manager,3,Single,17444,20489,1,No,10
29,Yes,Travel_Rarely,906,Research & Development,Life Sciences,Female,92,Research Scientist,1,Single,2404,11479,6,Yes,3
33,No,Travel_Rarely,461,Research & Development,Life Sciences,Female,53,Research Scientist,4,Single,3452,17241,3,No,5
45,No,Travel_Rarely,974,Research & Development,Medical,Female,91,Laboratory Technician,4,Divorced,2270,11005,3,No,8
50,No,Travel_Rarely,1126,Research & Development,Medical,Male,66,Research Director,4,Divorced,17399,6615,9,No,32
33,No,Travel_Frequently,827,Research & Development,Other,Female,84,Healthcare Representative,2,Married,5488,20161,1,Yes,6
41,No,Travel_Frequently,840,Research & Development,Medical,Male,64,Research Director,3,Divorced,19419,3735,2,No,21
27,No,Travel_Rarely,1134,Research & Development,Technical Degree,Female,37,Laboratory Technician,2,Married,2811,12086,9,No,4
45,No,Non-Travel,248,Research & Development,Life Sciences,Male,42,Laboratory Technician,1,Married,3633,14039,1,Yes,9
47,No,Travel_Rarely,955,Sales,Life Sciences,Female,83,Sales Executive,4,Single,4163,8571,1,Yes,9
30,Yes,Travel_Rarely,138,Research & Development,Life Sciences,Female,48,Research Scientist,3,Married,2132,11539,4,Yes,7
50,No,Travel_Rarely,939,Research & Development,Life Sciences,Male,95,Manufacturing Director,3,Married,13973,4161,3,Yes,22
38,No,Travel_Frequently,1391,Research & Development,Medical,Male,66,Research Scientist,3,Married,2684,12127,0,No,3
46,No,Travel_Rarely,566,Research & Development,Medical,Male,75,Manufacturing Director,3,Divorced,10845,24208,6,No,13
24,No,Travel_Rarely,1206,Research & Development,Medical,Female,41,Manufacturing Director,3,Divorced,4377,24117,1,No,5
35,Yes,Travel_Rarely,622,Research & Development,Other,Male,39,Laboratory Technician,2,Divorced,3743,10074,1,Yes,5
31,No,Travel_Frequently,853,Research & Development,Life Sciences,Female,96,Manufacturing Director,1,Married,4148,11275,1,No,4
18,No,Non-Travel,287,Research & Development,Life Sciences,Male,73,Research Scientist,4,Single,1051,13493,1,No,0
54,No,Travel_Rarely,1441,Research & Development,Technical Degree,Female,56,Manufacturing Director,3,Married,10739,13943,8,No,22
35,No,Travel_Rarely,583,Research & Development,Medical,Female,57,Healthcare Representative,3,Divorced,10388,6975,1,Yes,16
